"invoice_no","Revenue"
"I816278","5401.53"
"I156727","15004.25"
"I210796","5401.53"
"I524998","9602.72"
"I214290","9602.72"
"I296778","15004.25"
"I813197","15004.25"
"I156335","5401.53"
"I319039","5401.53"
"I136828","5401.53"
"I296426","15004.25"
"I198731","9602.72"
"I205621","15004.25"
"I795424","15004.25"
"I267077","9602.72"
"I273300","15004.25"
"I226145","9602.72"
"I320488","5401.53"
"I298990","15004.25"
"I536198","5401.53"
"I289131","9602.72"
"I277958","5401.53"
"I303891","5401.53"
"I255237","9602.72"
"I196077","5401.53"
"I951469","15004.25"
"I298741","5401.53"
"I861863","15004.25"
"I270599","15004.25"
"I243208","9602.72"
"I227903","5401.53"
"I251458","5401.53"
"I335096","5401.53"
"I470738","5401.53"
"I191716","15004.25"
"I219989","9602.72"
"I168554","9602.72"
"I113549","5401.53"
"I300587","5401.53"
"I111386","15004.25"
"I103904","5401.53"
"I255764","15004.25"
"I264392","15004.25"
"I550331","9602.72"
"I123902","9602.72"
"I107951","5401.53"
"I243222","9602.72"
"I146617","9602.72"
"I283034","9602.72"
"I200614","15004.25"
"I176689","9602.72"
"I119410","9602.72"
"I198129","5401.53"
"I172832","9602.72"
"I901903","9602.72"
"I196266","15004.25"
"I314543","15004.25"
"I118350","5401.53"
"I255191","15004.25"
"I701001","15004.25"
"I137815","9602.72"
"I313897","9602.72"
"I301673","9602.72"
"I238309","5401.53"
"I167121","5401.53"
"I774293","5401.53"
"I732364","5401.53"
"I652657","15004.25"
"I590497","9602.72"
"I200185","5401.53"
"I167229","5401.53"
"I617061","9602.72"
"I494075","5401.53"
"I195853","5401.53"
"I487300","9602.72"
"I299101","9602.72"
"I303846","5401.53"
"I135974","15004.25"
"I182093","5401.53"
"I197287","5401.53"
"I104294","5401.53"
"I256831","15004.25"
"I786021","9602.72"
"I132336","9602.72"
"I200783","9602.72"
"I194013","9602.72"
"I335295","5401.53"
"I274862","5401.53"
"I261952","15004.25"
"I616948","9602.72"
"I106215","5401.53"
"I534104","9602.72"
"I126600","9602.72"
"I857309","9602.72"
"I235482","5401.53"
"I295165","15004.25"
"I326395","5401.53"
"I331605","15004.25"
"I180445","15004.25"
"I309069","9602.72"
"I141758","5401.53"
"I305850","5401.53"
"I840230","5401.53"
"I331383","15004.25"
"I329336","5401.53"
"I131426","9602.72"
"I282139","9602.72"
"I146848","5401.53"
"I151941","15004.25"
"I791624","5401.53"
"I656699","15004.25"
"I209794","9602.72"
"I234813","5401.53"
"I181701","9602.72"
"I201906","15004.25"
"I155061","5401.53"
"I599680","9602.72"
"I210976","9602.72"
"I337612","9602.72"
"I236140","5401.53"
"I208658","9602.72"
"I156171","9602.72"
"I322681","9602.72"
"I187524","15004.25"
"I144532","15004.25"
"I189046","15004.25"
"I135009","15004.25"
"I817125","9602.72"
"I111241","9602.72"
"I767709","5401.53"
"I162802","5401.53"
"I338063","5401.53"
"I223329","5401.53"
"I208608","15004.25"
"I198125","5401.53"
"I817811","9602.72"
"I225667","5401.53"
"I102694","15004.25"
"I174645","5401.53"
"I306515","15004.25"
"I254676","9602.72"
"I153123","5401.53"
"I108499","5401.53"
"I223596","5401.53"
"I120917","15004.25"
"I881067","15004.25"
"I334276","15004.25"
"I100797","9602.72"
"I210565","5401.53"
"I331387","15004.25"
"I542532","5401.53"
"I208058","15004.25"
"I292843","9602.72"
"I297485","15004.25"
"I157111","9602.72"
"I190347","5401.53"
"I188973","5401.53"
"I144956","5401.53"
"I260789","9602.72"
"I232074","9602.72"
"I761827","5401.53"
"I360939","9602.72"
"I258999","9602.72"
"I126814","9602.72"
"I508203","9602.72"
"I335664","15004.25"
"I149858","5401.53"
"I485462","5401.53"
"I217168","15004.25"
"I836634","5401.53"
"I796152","5401.53"
"I242412","15004.25"
"I369874","5401.53"
"I176410","15004.25"
"I189077","9602.72"
"I216026","15004.25"
"I447700","9602.72"
"I275056","5401.53"
"I133834","5401.53"
"I397109","5401.53"
"I771069","5401.53"
"I327633","5401.53"
"I231320","5401.53"
"I462311","5401.53"
"I142129","15004.25"
"I100578","9602.72"
"I147715","5401.53"
"I325478","9602.72"
"I246403","15004.25"
"I125868","9602.72"
"I265558","9602.72"
"I238382","9602.72"
"I735694","15004.25"
"I119340","15004.25"
"I103866","15004.25"
"I523596","15004.25"
"I249667","15004.25"
"I274686","15004.25"
"I860127","15004.25"
"I224724","5401.53"
"I225565","9602.72"
"I118452","5401.53"
"I231246","9602.72"
"I690959","9602.72"
"I102677","5401.53"
"I234624","15004.25"
"I302327","9602.72"
"I305201","15004.25"
"I233097","5401.53"
"I974744","9602.72"
"I290205","9602.72"
"I124712","9602.72"
"I329630","5401.53"
"I107971","9602.72"
"I293311","5401.53"
"I162356","5401.53"
"I107879","9602.72"
"I257714","15004.25"
"I229733","15004.25"
"I205916","9602.72"
"I251340","15004.25"
"I336143","5401.53"
"I255924","9602.72"
"I820016","15004.25"
"I876192","15004.25"
"I745714","5401.53"
"I241099","9602.72"
"I473203","5401.53"
"I570339","9602.72"
"I621872","9602.72"
"I107268","15004.25"
"I199692","15004.25"
"I312668","9602.72"
"I111231","9602.72"
"I243962","5401.53"
"I244433","9602.72"
"I277427","9602.72"
"I131259","5401.53"
"I257551","5401.53"
"I573056","5401.53"
"I312690","9602.72"
"I176200","15004.25"
"I257727","9602.72"
"I212314","5401.53"
"I335268","9602.72"
"I306798","15004.25"
"I289361","5401.53"
"I590479","9602.72"
"I298792","9602.72"
"I323960","5401.53"
"I266530","15004.25"
"I234067","5401.53"
"I690470","9602.72"
"I313572","15004.25"
"I185687","5401.53"
"I769416","15004.25"
"I303285","5401.53"
"I226370","9602.72"
"I174091","15004.25"
"I366851","5401.53"
"I309126","9602.72"
"I249688","5401.53"
"I247962","5401.53"
"I281917","9602.72"
"I828659","15004.25"
"I419411","5401.53"
"I800283","5401.53"
"I718793","15004.25"
"I383433","5401.53"
"I242614","5401.53"
"I948691","5401.53"
"I108896","15004.25"
"I176939","5401.53"
"I301282","9602.72"
"I183347","15004.25"
"I305983","15004.25"
"I151622","9602.72"
"I139774","15004.25"
"I861183","5401.53"
"I298153","5401.53"
"I284050","9602.72"
"I280384","9602.72"
"I289398","9602.72"
"I265134","15004.25"
"I247976","9602.72"
"I296629","5401.53"
"I134749","9602.72"
"I291044","15004.25"
"I180050","15004.25"
"I254830","9602.72"
"I338130","15004.25"
"I189906","5401.53"
"I635218","9602.72"
"I934500","15004.25"
"I244356","5401.53"
"I133765","15004.25"
"I287650","15004.25"
"I490370","5401.53"
"I561253","5401.53"
"I100439","15004.25"
"I222316","15004.25"
"I246152","9602.72"
"I194957","5401.53"
"I106722","5401.53"
"I336146","15004.25"
"I248636","5401.53"
"I325064","9602.72"
"I106825","5401.53"
"I326583","9602.72"
"I246270","5401.53"
"I295698","9602.72"
"I673745","9602.72"
"I130005","15004.25"
"I249574","9602.72"
"I102604","5401.53"
"I277681","5401.53"
"I332424","9602.72"
"I105085","9602.72"
"I106182","15004.25"
"I230621","5401.53"
"I195568","9602.72"
"I191806","9602.72"
"I298216","15004.25"
"I259649","9602.72"
"I187889","5401.53"
"I278118","15004.25"
"I319196","5401.53"
"I687104","9602.72"
"I286418","5401.53"
"I744901","15004.25"
"I287603","9602.72"
"I253543","15004.25"
"I165289","5401.53"
"I666242","9602.72"
"I234171","9602.72"
"I673986","5401.53"
"I145793","9602.72"
"I149454","9602.72"
"I915033","9602.72"
"I104929","9602.72"
"I248366","5401.53"
"I115486","9602.72"
"I626275","15004.25"
"I296525","15004.25"
"I918518","9602.72"
"I222013","15004.25"
"I329382","9602.72"
"I264163","9602.72"
"I334000","5401.53"
"I368213","9602.72"
"I559902","5401.53"
"I251374","5401.53"
"I101659","15004.25"
"I277560","15004.25"
"I841680","15004.25"
"I196586","5401.53"
"I238079","9602.72"
"I114361","5401.53"
"I236996","5401.53"
"I610230","5401.53"
"I338670","15004.25"
"I234680","9602.72"
"I303065","9602.72"
"I954020","9602.72"
"I276590","5401.53"
"I197120","9602.72"
"I623130","5401.53"
"I184349","15004.25"
"I440685","15004.25"
"I451280","9602.72"
"I436398","15004.25"
"I282244","5401.53"
"I846753","9602.72"
"I164900","5401.53"
"I194741","15004.25"
"I714041","5401.53"
"I260747","9602.72"
"I259147","15004.25"
"I241434","15004.25"
"I281201","15004.25"
"I147205","5401.53"
"I983422","15004.25"
"I100137","15004.25"
"I907811","5401.53"
"I674458","9602.72"
"I566217","15004.25"
"I110718","5401.53"
"I174850","9602.72"
"I592463","9602.72"
"I165057","5401.53"
"I296275","5401.53"
"I126195","5401.53"
"I146328","15004.25"
"I126179","5401.53"
"I128998","15004.25"
"I787748","9602.72"
"I117685","15004.25"
"I263221","15004.25"
"I190247","15004.25"
"I286777","9602.72"
"I134093","15004.25"
"I302775","9602.72"
"I161299","9602.72"
"I309316","15004.25"
"I306808","9602.72"
"I120562","15004.25"
"I150269","9602.72"
"I158221","15004.25"
"I568295","9602.72"
"I251723","15004.25"
"I214936","15004.25"
"I269368","15004.25"
"I293111","5401.53"
"I470954","5401.53"
"I205839","9602.72"
"I207091","5401.53"
"I306680","5401.53"
"I736920","15004.25"
"I293929","15004.25"
"I892131","9602.72"
"I115565","5401.53"
"I587655","5401.53"
"I105900","15004.25"
"I121672","9602.72"
"I292859","15004.25"
"I186367","9602.72"
"I586076","5401.53"
"I639184","15004.25"
"I202225","9602.72"
"I236976","9602.72"
"I222998","15004.25"
"I215716","5401.53"
"I219110","5401.53"
"I278941","5401.53"
"I562460","15004.25"
"I290318","5401.53"
"I263544","9602.72"
"I165706","9602.72"
"I359490","5401.53"
"I335175","5401.53"
"I385487","15004.25"
"I708705","9602.72"
"I219476","9602.72"
"I108907","15004.25"
"I338942","15004.25"
"I460921","9602.72"
"I153630","15004.25"
"I300637","15004.25"
"I213842","5401.53"
"I168517","15004.25"
"I219956","15004.25"
"I728379","15004.25"
"I179461","15004.25"
"I128310","15004.25"
"I112963","5401.53"
"I175444","15004.25"
"I286446","15004.25"
"I253300","15004.25"
"I949100","5401.53"
"I209191","9602.72"
"I168610","5401.53"
"I327575","9602.72"
"I207053","9602.72"
"I303765","5401.53"
"I187848","15004.25"
"I193520","15004.25"
"I146181","15004.25"
"I291051","15004.25"
"I177801","15004.25"
"I222777","5401.53"
"I285818","5401.53"
"I855711","5401.53"
"I933264","5401.53"
"I252450","15004.25"
"I334828","9602.72"
"I204928","9602.72"
"I177907","9602.72"
"I216037","5401.53"
"I699731","9602.72"
"I724014","15004.25"
"I317853","15004.25"
"I149511","5401.53"
"I252861","9602.72"
"I307924","5401.53"
"I294402","5401.53"
"I105187","5401.53"
"I330651","9602.72"
"I424378","9602.72"
"I272966","15004.25"
"I326790","15004.25"
"I294229","15004.25"
"I156592","5401.53"
"I534708","9602.72"
"I139377","5401.53"
"I125000","9602.72"
"I383623","9602.72"
"I832799","9602.72"
"I687022","9602.72"
"I201005","5401.53"
"I322061","15004.25"
"I203748","5401.53"
"I456759","5401.53"
"I292271","15004.25"
"I162372","9602.72"
"I559464","15004.25"
"I200559","9602.72"
"I804190","5401.53"
"I267667","15004.25"
"I988297","15004.25"
"I930504","5401.53"
"I317651","15004.25"
"I459625","5401.53"
"I293508","15004.25"
"I453753","5401.53"
"I279594","15004.25"
"I108955","9602.72"
"I335551","5401.53"
"I310320","5401.53"
"I261783","9602.72"
"I266474","9602.72"
"I547810","15004.25"
"I458720","15004.25"
"I155484","15004.25"
"I273436","9602.72"
"I127916","9602.72"
"I270892","15004.25"
"I979378","15004.25"
"I520950","5401.53"
"I858370","15004.25"
"I847524","9602.72"
"I288567","15004.25"
"I263453","9602.72"
"I630642","15004.25"
"I916699","5401.53"
"I268679","5401.53"
"I128267","9602.72"
"I158532","9602.72"
"I153881","5401.53"
"I936394","9602.72"
"I547490","5401.53"
"I173665","15004.25"
"I280926","9602.72"
"I144592","9602.72"
"I325101","5401.53"
"I229821","5401.53"
"I328051","15004.25"
"I146540","15004.25"
"I337834","9602.72"
"I561458","15004.25"
"I223839","5401.53"
"I513256","9602.72"
"I944717","15004.25"
"I281592","5401.53"
"I136119","15004.25"
"I557936","5401.53"
"I156900","9602.72"
"I119253","5401.53"
"I130725","5401.53"
"I245546","9602.72"
"I220130","5401.53"
"I305090","9602.72"
"I217229","5401.53"
"I101017","15004.25"
"I209368","9602.72"
"I114147","15004.25"
"I619549","15004.25"
"I144284","9602.72"
"I309452","9602.72"
"I274301","9602.72"
"I288374","5401.53"
"I180745","15004.25"
"I291572","9602.72"
"I245432","9602.72"
"I312542","15004.25"
"I837216","9602.72"
"I161415","15004.25"
"I192217","9602.72"
"I157446","9602.72"
"I810434","5401.53"
"I603394","15004.25"
"I299814","5401.53"
"I173868","15004.25"
"I301019","9602.72"
"I173505","9602.72"
"I339869","15004.25"
"I168169","5401.53"
"I280585","5401.53"
"I111526","15004.25"
"I210027","5401.53"
"I210097","5401.53"
"I135047","5401.53"
"I288837","9602.72"
"I741041","5401.53"
"I277682","5401.53"
"I206721","15004.25"
"I115222","9602.72"
"I287300","15004.25"
"I194250","15004.25"
"I233931","5401.53"
"I245116","15004.25"
"I126461","5401.53"
"I139032","15004.25"
"I292083","15004.25"
"I209147","5401.53"
"I307182","15004.25"
"I338922","9602.72"
"I244880","9602.72"
"I259584","15004.25"
"I202912","5401.53"
"I217676","9602.72"
"I127388","9602.72"
"I120997","9602.72"
"I161626","5401.53"
"I191610","15004.25"
"I150722","15004.25"
"I125634","15004.25"
"I262098","9602.72"
"I741848","9602.72"
"I107418","15004.25"
"I296999","15004.25"
"I226846","5401.53"
"I225973","9602.72"
"I150192","5401.53"
"I106579","9602.72"
"I321203","15004.25"
"I594876","9602.72"
"I171992","5401.53"
"I322724","5401.53"
"I122724","15004.25"
"I887118","5401.53"
"I127599","9602.72"
"I771723","9602.72"
"I632649","15004.25"
"I316726","5401.53"
"I256340","9602.72"
"I286322","9602.72"
"I143762","9602.72"
"I959205","5401.53"
"I158183","9602.72"
"I815747","9602.72"
"I135391","9602.72"
"I135948","15004.25"
"I331858","15004.25"
"I244939","5401.53"
"I588078","9602.72"
"I156857","9602.72"
"I324435","5401.53"
"I149113","15004.25"
"I752248","9602.72"
"I204856","9602.72"
"I303445","9602.72"
"I122289","15004.25"
"I427298","5401.53"
"I928475","9602.72"
"I274455","5401.53"
"I130994","5401.53"
"I611174","9602.72"
"I114172","5401.53"
"I692955","5401.53"
"I269777","5401.53"
"I174372","9602.72"
"I926756","15004.25"
"I246872","5401.53"
"I164790","9602.72"
"I124877","9602.72"
"I369106","15004.25"
"I103326","15004.25"
"I505440","9602.72"
"I884069","15004.25"
"I251135","9602.72"
"I969005","15004.25"
"I302522","15004.25"
"I303948","9602.72"
"I292204","5401.53"
"I277091","15004.25"
"I578064","15004.25"
"I175627","9602.72"
"I245679","9602.72"
"I881707","9602.72"
"I571069","9602.72"
"I807687","5401.53"
"I331907","5401.53"
"I121296","15004.25"
"I434908","15004.25"
"I134838","9602.72"
"I191734","5401.53"
"I514077","5401.53"
"I249780","9602.72"
"I163224","15004.25"
"I966931","5401.53"
"I103733","5401.53"
"I729260","5401.53"
"I169199","15004.25"
"I320263","5401.53"
"I676548","9602.72"
"I291781","5401.53"
"I941653","5401.53"
"I199985","5401.53"
"I328111","15004.25"
"I241009","5401.53"
"I945446","15004.25"
"I535120","9602.72"
"I104759","15004.25"
"I223758","15004.25"
"I116885","9602.72"
"I440401","9602.72"
"I190171","9602.72"
"I201825","15004.25"
"I300979","9602.72"
"I345888","9602.72"
"I285728","5401.53"
"I702067","15004.25"
"I972787","15004.25"
"I355512","9602.72"
"I883528","9602.72"
"I237515","5401.53"
"I116924","9602.72"
"I161960","5401.53"
"I673915","5401.53"
"I474441","5401.53"
"I130771","15004.25"
"I333797","15004.25"
"I320348","5401.53"
"I598169","5401.53"
"I337543","9602.72"
"I487517","9602.72"
"I896550","5401.53"
"I354898","9602.72"
"I320429","5401.53"
"I508845","9602.72"
"I273380","9602.72"
"I271481","5401.53"
"I239137","15004.25"
"I140338","5401.53"
"I198934","5401.53"
"I103864","9602.72"
"I515107","9602.72"
"I263346","5401.53"
"I287153","5401.53"
"I953681","15004.25"
"I174060","5401.53"
"I148170","5401.53"
"I299625","9602.72"
"I209600","5401.53"
"I214772","5401.53"
"I219861","5401.53"
"I163167","15004.25"
"I149015","15004.25"
"I157973","15004.25"
"I695265","5401.53"
"I153273","9602.72"
"I198161","9602.72"
"I667423","9602.72"
"I295728","5401.53"
"I139393","15004.25"
"I936022","5401.53"
"I134354","9602.72"
"I184897","9602.72"
"I323543","9602.72"
"I429182","5401.53"
"I295577","15004.25"
"I109232","15004.25"
"I658176","5401.53"
"I302708","9602.72"
"I748974","5401.53"
"I175471","15004.25"
"I313375","5401.53"
"I577869","9602.72"
"I125590","9602.72"
"I253938","15004.25"
"I294912","15004.25"
"I945684","9602.72"
"I376363","9602.72"
"I911204","5401.53"
"I439943","15004.25"
"I178903","5401.53"
"I227547","9602.72"
"I125851","15004.25"
"I296992","15004.25"
"I240469","5401.53"
"I190762","15004.25"
"I154396","5401.53"
"I624770","5401.53"
"I517015","5401.53"
"I164165","9602.72"
"I172731","9602.72"
"I328203","5401.53"
"I259259","9602.72"
"I319350","15004.25"
"I154980","15004.25"
"I602633","5401.53"
"I283865","9602.72"
"I212414","15004.25"
"I881195","9602.72"
"I124690","15004.25"
"I551764","9602.72"
"I233705","15004.25"
"I117898","5401.53"
"I656551","15004.25"
"I164083","5401.53"
"I120384","5401.53"
"I301461","15004.25"
"I141393","9602.72"
"I275593","9602.72"
"I207805","15004.25"
"I338232","9602.72"
"I457574","9602.72"
"I261260","15004.25"
"I135821","9602.72"
"I105780","5401.53"
"I128366","15004.25"
"I206921","5401.53"
"I113986","9602.72"
"I208672","15004.25"
"I515432","5401.53"
"I105742","15004.25"
"I339580","15004.25"
"I367328","15004.25"
"I879423","5401.53"
"I326034","9602.72"
"I182917","5401.53"
"I275502","15004.25"
"I447598","9602.72"
"I159001","9602.72"
"I265644","5401.53"
"I716082","9602.72"
"I206625","15004.25"
"I226152","5401.53"
"I214260","15004.25"
"I226478","15004.25"
"I645603","15004.25"
"I135986","15004.25"
"I147333","9602.72"
"I180049","5401.53"
"I177895","5401.53"
"I167085","15004.25"
"I328202","15004.25"
"I121216","9602.72"
"I292160","9602.72"
"I123228","5401.53"
"I246239","15004.25"
"I286424","9602.72"
"I236067","5401.53"
"I314234","5401.53"
"I207897","15004.25"
"I139188","15004.25"
"I338123","5401.53"
"I248496","15004.25"
"I336020","15004.25"
"I328208","15004.25"
"I173381","15004.25"
"I455360","9602.72"
"I263423","5401.53"
"I160170","5401.53"
"I244844","15004.25"
"I239607","5401.53"
"I314689","9602.72"
"I315462","15004.25"
"I552343","15004.25"
"I161365","9602.72"
"I327722","5401.53"
"I327192","5401.53"
"I561900","9602.72"
"I295091","5401.53"
"I945756","9602.72"
"I790702","5401.53"
"I108136","9602.72"
"I359938","9602.72"
"I177792","15004.25"
"I165766","5401.53"
"I663169","9602.72"
"I229732","9602.72"
"I228682","5401.53"
"I106962","5401.53"
"I222309","5401.53"
"I179603","5401.53"
"I145490","15004.25"
"I160619","5401.53"
"I112440","9602.72"
"I401447","5401.53"
"I117589","9602.72"
"I279065","9602.72"
"I520423","9602.72"
"I268598","9602.72"
"I327883","5401.53"
"I140489","5401.53"
"I289814","9602.72"
"I313410","15004.25"
"I175777","9602.72"
"I704363","9602.72"
"I222479","9602.72"
"I192603","5401.53"
"I601802","15004.25"
"I174950","15004.25"
"I222225","9602.72"
"I918071","15004.25"
"I246707","5401.53"
"I198193","5401.53"
"I630326","5401.53"
"I369753","9602.72"
"I756863","15004.25"
"I180928","15004.25"
"I289258","9602.72"
"I188572","15004.25"
"I298722","15004.25"
"I979509","15004.25"
"I183270","15004.25"
"I826383","9602.72"
"I316017","5401.53"
"I130207","15004.25"
"I251439","15004.25"
"I661517","5401.53"
"I261635","9602.72"
"I184629","9602.72"
"I577150","9602.72"
"I148649","15004.25"
"I125637","9602.72"
"I228361","15004.25"
"I963820","15004.25"
"I230412","9602.72"
"I114469","5401.53"
"I197308","5401.53"
"I248140","5401.53"
"I554366","5401.53"
"I746989","5401.53"
"I139045","5401.53"
"I646954","15004.25"
"I179170","5401.53"
"I197171","5401.53"
"I444709","15004.25"
"I233756","5401.53"
"I858071","15004.25"
"I311821","5401.53"
"I485384","5401.53"
"I421035","15004.25"
"I336249","5401.53"
"I145377","9602.72"
"I223237","15004.25"
"I274124","5401.53"
"I285148","9602.72"
"I169340","5401.53"
"I254624","9602.72"
"I206142","9602.72"
"I211316","5401.53"
"I144139","9602.72"
"I181387","15004.25"
"I210367","9602.72"
"I146210","5401.53"
"I726484","9602.72"
"I643213","5401.53"
"I424719","5401.53"
"I450578","15004.25"
"I263522","9602.72"
"I393124","15004.25"
"I234704","15004.25"
"I146946","5401.53"
"I705820","9602.72"
"I239618","9602.72"
"I180167","5401.53"
"I324661","5401.53"
"I364457","5401.53"
"I444506","5401.53"
"I135933","5401.53"
"I211670","5401.53"
"I100965","9602.72"
"I283094","9602.72"
"I205678","5401.53"
"I173678","9602.72"
"I413425","9602.72"
"I876134","5401.53"
"I657038","15004.25"
"I924776","5401.53"
"I130760","9602.72"
"I227202","9602.72"
"I175026","15004.25"
"I403415","15004.25"
"I300821","15004.25"
"I209868","9602.72"
"I162132","5401.53"
"I311873","5401.53"
"I327832","9602.72"
"I298512","5401.53"
"I513398","15004.25"
"I992688","9602.72"
"I592959","9602.72"
"I115807","15004.25"
"I822317","9602.72"
"I112378","9602.72"
"I204935","15004.25"
"I204991","15004.25"
"I536350","5401.53"
"I283857","9602.72"
"I627666","9602.72"
"I111269","9602.72"
"I128353","15004.25"
"I173608","15004.25"
"I610475","15004.25"
"I303594","9602.72"
"I332715","5401.53"
"I112106","5401.53"
"I262405","15004.25"
"I267813","5401.53"
"I867875","9602.72"
"I469350","5401.53"
"I179792","15004.25"
"I264352","5401.53"
"I214333","9602.72"
"I920756","15004.25"
"I873439","9602.72"
"I108212","15004.25"
"I320636","9602.72"
"I274422","15004.25"
"I313299","9602.72"
"I289795","9602.72"
"I239040","5401.53"
"I332847","5401.53"
"I199073","5401.53"
"I124444","9602.72"
"I299630","5401.53"
"I131865","9602.72"
"I305550","15004.25"
"I228787","15004.25"
"I706325","15004.25"
"I263625","9602.72"
"I149871","9602.72"
"I195957","15004.25"
"I272121","5401.53"
"I335396","15004.25"
"I218867","9602.72"
"I364901","5401.53"
"I243361","5401.53"
"I192015","15004.25"
"I104450","5401.53"
"I281666","5401.53"
"I252780","15004.25"
"I169018","5401.53"
"I640474","9602.72"
"I181132","5401.53"
"I277264","5401.53"
"I488893","9602.72"
"I465113","9602.72"
"I326007","15004.25"
"I264638","5401.53"
"I851499","5401.53"
"I656091","15004.25"
"I268254","15004.25"
"I162407","5401.53"
"I218101","5401.53"
"I242996","15004.25"
"I108072","9602.72"
"I232216","9602.72"
"I455389","5401.53"
"I308337","5401.53"
"I450601","5401.53"
"I625882","15004.25"
"I337183","5401.53"
"I308540","9602.72"
"I439415","9602.72"
"I234599","9602.72"
"I298791","15004.25"
"I246461","15004.25"
"I410747","5401.53"
"I314142","15004.25"
"I107133","9602.72"
"I161948","15004.25"
"I382927","9602.72"
"I204890","5401.53"
"I422101","5401.53"
"I106878","9602.72"
"I140384","15004.25"
"I191356","9602.72"
"I287706","15004.25"
"I151788","5401.53"
"I654486","9602.72"
"I271798","5401.53"
"I879117","5401.53"
"I529582","5401.53"
"I237066","9602.72"
"I917458","9602.72"
"I143907","15004.25"
"I276557","9602.72"
"I297376","5401.53"
"I283477","15004.25"
"I139428","5401.53"
"I470931","15004.25"
"I136864","9602.72"
"I397577","9602.72"
"I328899","15004.25"
"I867315","15004.25"
"I330342","9602.72"
"I300035","15004.25"
"I340063","15004.25"
"I256866","5401.53"
"I376187","9602.72"
"I375453","15004.25"
"I543811","15004.25"
"I163242","9602.72"
"I266274","9602.72"
"I105247","5401.53"
"I316633","15004.25"
"I209906","9602.72"
"I111552","5401.53"
"I255152","15004.25"
"I490748","9602.72"
"I282839","9602.72"
"I309221","5401.53"
"I127703","9602.72"
"I145472","15004.25"
"I574790","9602.72"
"I125734","15004.25"
"I750031","5401.53"
"I267013","5401.53"
"I909941","15004.25"
"I600731","15004.25"
"I325457","15004.25"
"I274278","5401.53"
"I740148","5401.53"
"I698203","9602.72"
"I211657","15004.25"
"I483094","5401.53"
"I297961","15004.25"
"I970473","5401.53"
"I249242","15004.25"
"I984155","9602.72"
"I336165","5401.53"
"I191474","9602.72"
"I423527","5401.53"
"I254596","5401.53"
"I244871","5401.53"
"I291462","5401.53"
"I188040","15004.25"
"I999621","5401.53"
"I273638","9602.72"
"I185911","15004.25"
"I626431","15004.25"
"I335092","5401.53"
"I130682","5401.53"
"I434594","5401.53"
"I795337","15004.25"
"I106359","9602.72"
"I153701","15004.25"
"I284293","5401.53"
"I239580","5401.53"
"I318743","15004.25"
"I219910","5401.53"
"I206897","9602.72"
"I315665","9602.72"
"I120621","15004.25"
"I173764","15004.25"
"I220432","9602.72"
"I236592","9602.72"
"I950420","9602.72"
"I283629","9602.72"
"I298487","9602.72"
"I811946","9602.72"
"I923645","9602.72"
"I296418","15004.25"
"I304756","15004.25"
"I272513","15004.25"
"I175388","15004.25"
"I315881","9602.72"
"I492023","15004.25"
"I250331","9602.72"
"I201909","5401.53"
"I379298","9602.72"
"I672846","9602.72"
"I470451","15004.25"
"I100400","9602.72"
"I254507","15004.25"
"I458897","15004.25"
"I281912","15004.25"
"I935122","15004.25"
"I428805","15004.25"
"I150409","5401.53"
"I880228","15004.25"
"I287592","9602.72"
"I919605","5401.53"
"I256426","15004.25"
"I743997","15004.25"
"I212705","15004.25"
"I115681","15004.25"
"I224535","15004.25"
"I132021","15004.25"
"I337702","9602.72"
"I327709","9602.72"
"I252295","9602.72"
"I585149","5401.53"
"I363787","9602.72"
"I196434","9602.72"
"I108475","9602.72"
"I138109","15004.25"
"I166985","9602.72"
"I307937","9602.72"
"I109529","9602.72"
"I217372","15004.25"
"I662278","15004.25"
"I333948","9602.72"
"I246147","5401.53"
"I259810","5401.53"
"I171198","9602.72"
"I225525","15004.25"
"I137777","9602.72"
"I320701","9602.72"
"I388427","9602.72"
"I262118","9602.72"
"I223018","15004.25"
"I306967","5401.53"
"I102092","15004.25"
"I606766","15004.25"
"I740279","9602.72"
"I160046","15004.25"
"I197501","15004.25"
"I214089","15004.25"
"I254825","5401.53"
"I294673","5401.53"
"I198576","9602.72"
"I237272","5401.53"
"I214146","9602.72"
"I280856","5401.53"
"I441584","15004.25"
"I432262","9602.72"
"I753888","15004.25"
"I817596","5401.53"
"I221443","15004.25"
"I194561","15004.25"
"I180970","15004.25"
"I145438","15004.25"
"I873353","5401.53"
"I157294","9602.72"
"I239477","15004.25"
"I283605","9602.72"
"I757059","9602.72"
"I106645","9602.72"
"I267233","15004.25"
"I302579","5401.53"
"I273076","5401.53"
"I277577","15004.25"
"I338833","9602.72"
"I130900","15004.25"
"I570192","5401.53"
"I293978","15004.25"
"I227487","15004.25"
"I181034","9602.72"
"I280290","15004.25"
"I327717","5401.53"
"I656839","5401.53"
"I229140","9602.72"
"I820235","15004.25"
"I668890","15004.25"
"I720740","5401.53"
"I997877","9602.72"
"I110335","15004.25"
"I332060","9602.72"
"I270045","15004.25"
"I123174","9602.72"
"I163561","15004.25"
"I142905","9602.72"
"I827939","5401.53"
"I663866","9602.72"
"I166779","15004.25"
"I279734","5401.53"
"I807684","15004.25"
"I218084","5401.53"
"I122827","5401.53"
"I324456","15004.25"
"I288538","9602.72"
"I372467","5401.53"
"I288315","9602.72"
"I300504","15004.25"
"I247185","9602.72"
"I247545","9602.72"
