"invoice_no","Category","Quantity","Revenue","Payment_method","Shopping_Mall"
"I301341","Technology",4,"16800","Debit Card","Cevahir AVM"
"I740164","Technology",4,"16800","Cash","Viaport Outlet"
"I178730","Clothing",5,"7502","Debit Card","Metropol AVM"
"I326141","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I994805","Technology",5,"26250","Cash","Kanyon"
"I105876","Technology",4,"16800","Debit Card","Mall of Istanbul"
"I148170","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I299625","Shoes",4,"9602.72","Cash","Cevahir AVM"
"I115622","Technology",3,"9450","Debit Card","Istinye Park"
"I214772","Shoes",3,"5401.53","Cash","Kanyon"
"I163167","Shoes",5,"15004.25","Debit Card","Mall of Istanbul"
"I767233","Clothing",5,"7502","Cash","Kanyon"
"I406538","Technology",4,"16800","Debit Card","Kanyon"
"I179583","Technology",3,"9450","Debit Card","Kanyon"
"I149015","Shoes",5,"15004.25","Debit Card","Kanyon"
"I111264","Clothing",5,"7502","Debit Card","Istinye Park"
"I492316","Technology",3,"9450","Cash","Mall of Istanbul"
"I221606","Clothing",5,"7502","Cash","Kanyon"
"I781353","Clothing",5,"7502","Cash","Emaar Square Mall"
"I157973","Shoes",5,"15004.25","Cash","Istinye Park"
"I206891","Technology",3,"9450","Cash","Zorlu Center"
"I137112","Technology",3,"9450","Cash","Mall of Istanbul"
"I311962","Technology",4,"16800","Cash","Emaar Square Mall"
"I153273","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I667423","Shoes",4,"9602.72","Cash","Metrocity"
"I295728","Shoes",3,"5401.53","Debit Card","Zorlu Center"
"I138726","Technology",3,"9450","Cash","Mall of Istanbul"
"I297800","Technology",3,"9450","Debit Card","Mall of Istanbul"
"I234547","Technology",5,"26250","Cash","Metropol AVM"
"I936022","Shoes",3,"5401.53","Debit Card","Cevahir AVM"
"I134354","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I175277","Technology",5,"26250","Cash","Zorlu Center"
"I184897","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I773435","Technology",3,"9450","Cash","Forum Istanbul"
"I323543","Shoes",4,"9602.72","Debit Card","Istinye Park"
"I319802","Technology",3,"9450","Cash","Istinye Park"
"I146418","Clothing",5,"7502","Cash","Emaar Square Mall"
"I780690","Clothing",5,"7502","Debit Card","Kanyon"
"I502381","Technology",4,"16800","Debit Card","Metropol AVM"
"I598861","Clothing",5,"7502","Debit Card","Kanyon"
"I124198","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I295577","Shoes",5,"15004.25","Cash","Zorlu Center"
"I213280","Technology",5,"26250","Cash","Kanyon"
"I140040","Technology",3,"9450","Debit Card","Emaar Square Mall"
"I658176","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I258696","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I748974","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I175471","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I313375","Shoes",3,"5401.53","Debit Card","Metrocity"
"I577869","Shoes",4,"9602.72","Cash","Kanyon"
"I244488","Technology",4,"16800","Cash","Viaport Outlet"
"I322731","Technology",4,"16800","Cash","Emaar Square Mall"
"I125590","Shoes",4,"9602.72","Cash","Metropol AVM"
"I604596","Clothing",5,"7502","Cash","Metrocity"
"I328451","Clothing",5,"7502","Debit Card","Metrocity"
"I627544","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I153979","Clothing",5,"7502","Cash","Forum Istanbul"
"I253938","Shoes",5,"15004.25","Cash","Viaport Outlet"
"I335167","Technology",3,"9450","Debit Card","Zorlu Center"
"I164293","Clothing",5,"7502","Cash","Metropol AVM"
"I294912","Shoes",5,"15004.25","Cash","Kanyon"
"I666260","Clothing",5,"7502","Cash","Metrocity"
"I945684","Shoes",4,"9602.72","Cash","Metropol AVM"
"I376363","Shoes",4,"9602.72","Cash","Kanyon"
"I911204","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I267837","Clothing",5,"7502","Debit Card","Metropol AVM"
"I439943","Shoes",5,"15004.25","Debit Card","Kanyon"
"I106105","Clothing",5,"7502","Debit Card","Metrocity"
"I297567","Clothing",5,"7502","Debit Card","Istinye Park"
"I227547","Shoes",4,"9602.72","Cash","Kanyon"
"I125851","Shoes",5,"15004.25","Cash","Forum Istanbul"
"I296992","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I317328","Clothing",5,"7502","Cash","Cevahir AVM"
"I728737","Clothing",5,"7502","Debit Card","Metrocity"
"I240469","Shoes",3,"5401.53","Cash","Metropol AVM"
"I269201","Clothing",5,"7502","Cash","Kanyon"
"I516223","Technology",5,"26250","Cash","Metrocity"
"I313621","Clothing",5,"7502","Cash","Zorlu Center"
"I396328","Technology",5,"26250","Debit Card","Zorlu Center"
"I168784","Technology",3,"9450","Cash","Metrocity"
"I190762","Shoes",5,"15004.25","Cash","Cevahir AVM"
"I169770","Clothing",5,"7502","Cash","Emaar Square Mall"
"I154396","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I517015","Shoes",3,"5401.53","Debit Card","Metrocity"
"I992329","Technology",4,"16800","Debit Card","Forum Istanbul"
"I171479","Clothing",5,"7502","Cash","Kanyon"
"I130635","Technology",5,"26250","Cash","Metrocity"
"I164165","Shoes",4,"9602.72","Debit Card","Kanyon"
"I172731","Shoes",4,"9602.72","Cash","Kanyon"
"I256201","Technology",5,"26250","Cash","Metrocity"
"I122269","Technology",3,"9450","Cash","Metrocity"
"I328203","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I211567","Technology",3,"9450","Debit Card","Emaar Square Mall"
"I259259","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I319350","Shoes",5,"15004.25","Debit Card","Metrocity"
"I888026","Technology",4,"16800","Cash","Kanyon"
"I742634","Clothing",5,"7502","Cash","Mall of Istanbul"
"I151633","Technology",3,"9450","Cash","Viaport Outlet"
"I154980","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I602633","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I283865","Shoes",4,"9602.72","Cash","Istinye Park"
"I182930","Clothing",5,"7502","Cash","Mall of Istanbul"
"I611303","Clothing",5,"7502","Cash","Mall of Istanbul"
"I212414","Shoes",5,"15004.25","Cash","Kanyon"
"I881195","Shoes",4,"9602.72","Cash","Istinye Park"
"I124690","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I275481","Clothing",5,"7502","Cash","Kanyon"
"I897170","Technology",4,"16800","Cash","Mall of Istanbul"
"I656551","Shoes",5,"15004.25","Cash","Istinye Park"
"I241934","Technology",5,"26250","Cash","Kanyon"
"I150105","Technology",4,"16800","Debit Card","Cevahir AVM"
"I469281","Technology",3,"9450","Cash","Mall of Istanbul"
"I205926","Clothing",5,"7502","Cash","Mall of Istanbul"
"I733229","Clothing",5,"7502","Cash","Kanyon"
"I623734","Technology",3,"9450","Cash","Viaport Outlet"
"I301461","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I615730","Clothing",5,"7502","Cash","Mall of Istanbul"
"I314734","Clothing",5,"7502","Cash","Emaar Square Mall"
"I141393","Shoes",4,"9602.72","Cash","Kanyon"
"I247476","Clothing",5,"7502","Cash","Mall of Istanbul"
"I122728","Clothing",5,"7502","Cash","Forum Istanbul"
"I207805","Shoes",5,"15004.25","Debit Card","Mall of Istanbul"
"I338232","Shoes",4,"9602.72","Cash","Kanyon"
"I261260","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I135821","Shoes",4,"9602.72","Debit Card","Cevahir AVM"
"I757294","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I105780","Shoes",3,"5401.53","Debit Card","Metrocity"
"I338458","Clothing",5,"7502","Cash","Kanyon"
"I206921","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I113986","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I219662","Clothing",5,"7502","Cash","Forum Istanbul"
"I256122","Clothing",5,"7502","Cash","Mall of Istanbul"
"I152883","Technology",4,"16800","Cash","Metrocity"
"I208672","Shoes",5,"15004.25","Cash","Viaport Outlet"
"I695998","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I122022","Technology",4,"16800","Debit Card","Metrocity"
"I515432","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I808792","Clothing",5,"7502","Debit Card","Metropol AVM"
"I105742","Shoes",5,"15004.25","Cash","Metropol AVM"
"I339580","Shoes",5,"15004.25","Cash","Zorlu Center"
"I273251","Clothing",5,"7502","Debit Card","Istinye Park"
"I367328","Shoes",5,"15004.25","Cash","Zorlu Center"
"I206785","Technology",5,"26250","Debit Card","Kanyon"
"I879423","Shoes",3,"5401.53","Cash","Metrocity"
"I777113","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I326034","Shoes",4,"9602.72","Cash","Metropol AVM"
"I317996","Clothing",5,"7502","Cash","Metrocity"
"I879454","Clothing",5,"7502","Cash","Cevahir AVM"
"I182917","Shoes",3,"5401.53","Cash","Forum Istanbul"
"I492542","Clothing",5,"7502","Debit Card","Istinye Park"
"I275502","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I149529","Clothing",5,"7502","Debit Card","Kanyon"
"I265644","Shoes",3,"5401.53","Cash","Kanyon"
"I321020","Clothing",5,"7502","Cash","Metrocity"
"I310364","Clothing",5,"7502","Cash","Istinye Park"
"I206625","Shoes",5,"15004.25","Cash","Istinye Park"
"I119569","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I870419","Technology",5,"26250","Cash","Kanyon"
"I318546","Technology",3,"9450","Debit Card","Mall of Istanbul"
"I806660","Clothing",5,"7502","Cash","Mall of Istanbul"
"I225439","Technology",4,"16800","Cash","Kanyon"
"I188010","Clothing",5,"7502","Debit Card","Istinye Park"
"I259448","Technology",4,"16800","Debit Card","Metropol AVM"
"I551796","Technology",5,"26250","Cash","Kanyon"
"I214260","Shoes",5,"15004.25","Debit Card","Kanyon"
"I135986","Shoes",5,"15004.25","Cash","Metrocity"
"I158959","Clothing",5,"7502","Cash","Kanyon"
"I279542","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I265791","Clothing",5,"7502","Cash","Zorlu Center"
"I311842","Clothing",5,"7502","Cash","Mall of Istanbul"
"I843835","Clothing",5,"7502","Debit Card","Metrocity"
"I227562","Clothing",5,"7502","Cash","Emaar Square Mall"
"I256285","Technology",5,"26250","Cash","Metropol AVM"
"I177895","Shoes",3,"5401.53","Debit Card","Zorlu Center"
"I240052","Technology",4,"16800","Cash","Istinye Park"
"I167085","Shoes",5,"15004.25","Cash","Metrocity"
"I529831","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I324377","Clothing",5,"7502","Cash","Kanyon"
"I328202","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I277776","Clothing",5,"7502","Cash","Kanyon"
"I121216","Shoes",4,"9602.72","Debit Card","Metrocity"
"I292160","Shoes",4,"9602.72","Debit Card","Metropol AVM"
"I148730","Clothing",5,"7502","Cash","Forum Istanbul"
"I201600","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I332682","Clothing",5,"7502","Cash","Metrocity"
"I123228","Shoes",3,"5401.53","Debit Card","Emaar Square Mall"
"I246239","Shoes",5,"15004.25","Cash","Metrocity"
"I236067","Shoes",3,"5401.53","Debit Card","Metrocity"
"I314234","Shoes",3,"5401.53","Cash","Kanyon"
"I214087","Clothing",5,"7502","Cash","Emaar Square Mall"
"I284160","Clothing",5,"7502","Cash","Kanyon"
"I207897","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I285020","Technology",4,"16800","Cash","Kanyon"
"I805999","Technology",3,"9450","Debit Card","Metropol AVM"
"I951940","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I248496","Shoes",5,"15004.25","Cash","Metropol AVM"
"I138597","Technology",3,"9450","Cash","Mall of Istanbul"
"I264451","Technology",3,"9450","Cash","Mall of Istanbul"
"I173381","Shoes",5,"15004.25","Cash","Kanyon"
"I455360","Shoes",4,"9602.72","Cash","Kanyon"
"I325162","Clothing",5,"7502","Cash","Mall of Istanbul"
"I116538","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I263423","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I144809","Clothing",5,"7502","Cash","Metropol AVM"
"I214382","Clothing",5,"7502","Cash","Mall of Istanbul"
"I239607","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I315462","Shoes",5,"15004.25","Cash","Metropol AVM"
"I194743","Clothing",5,"7502","Cash","Istinye Park"
"I278048","Technology",3,"9450","Cash","Metrocity"
"I247220","Clothing",5,"7502","Cash","Mall of Istanbul"
"I318353","Clothing",5,"7502","Debit Card","Zorlu Center"
"I327192","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I107834","Technology",5,"26250","Cash","Kanyon"
"I222676","Technology",4,"16800","Debit Card","Istinye Park"
"I266319","Clothing",5,"7502","Cash","Metrocity"
"I343719","Clothing",5,"7502","Cash","Metrocity"
"I155368","Technology",4,"16800","Cash","Kanyon"
"I321772","Clothing",5,"7502","Debit Card","Kanyon"
"I945756","Shoes",4,"9602.72","Cash","Forum Istanbul"
"I874206","Technology",4,"16800","Cash","Metropol AVM"
"I359938","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I531633","Technology",5,"26250","Cash","Metrocity"
"I177792","Shoes",5,"15004.25","Cash","Kanyon"
"I309303","Clothing",5,"7502","Cash","Emaar Square Mall"
"I190541","Clothing",5,"7502","Cash","Metropol AVM"
"I187229","Clothing",5,"7502","Cash","Cevahir AVM"
"I197596","Clothing",5,"7502","Cash","Mall of Istanbul"
"I663169","Shoes",4,"9602.72","Debit Card","Kanyon"
"I229732","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I126417","Clothing",5,"7502","Cash","Cevahir AVM"
"I228682","Shoes",3,"5401.53","Debit Card","Kanyon"
"I159269","Clothing",5,"7502","Debit Card","Kanyon"
"I106927","Clothing",5,"7502","Debit Card","Metrocity"
"I844942","Clothing",5,"7502","Cash","Metrocity"
"I163306","Clothing",5,"7502","Debit Card","Istinye Park"
"I564288","Technology",3,"9450","Cash","Istinye Park"
"I290076","Clothing",5,"7502","Debit Card","Metropol AVM"
"I351619","Clothing",5,"7502","Cash","Kanyon"
"I145490","Shoes",5,"15004.25","Cash","Istinye Park"
"I233056","Clothing",5,"7502","Cash","Mall of Istanbul"
"I160619","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I328224","Technology",4,"16800","Cash","Metrocity"
"I232714","Clothing",5,"7502","Cash","Metrocity"
"I112440","Shoes",4,"9602.72","Debit Card","Cevahir AVM"
"I401447","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I117589","Shoes",4,"9602.72","Cash","Zorlu Center"
"I239355","Clothing",5,"7502","Cash","Metrocity"
"I125250","Clothing",5,"7502","Cash","Kanyon"
"I118641","Technology",5,"26250","Cash","Forum Istanbul"
"I279065","Shoes",4,"9602.72","Cash","Forum Istanbul"
"I268598","Shoes",4,"9602.72","Cash","Kanyon"
"I273844","Clothing",5,"7502","Debit Card","Metrocity"
"I285402","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I289814","Shoes",4,"9602.72","Cash","Istinye Park"
"I198392","Technology",5,"26250","Debit Card","Zorlu Center"
"I286890","Clothing",5,"7502","Cash","Istinye Park"
"I120138","Clothing",5,"7502","Cash","Viaport Outlet"
"I180440","Clothing",5,"7502","Cash","Forum Istanbul"
"I263055","Technology",3,"9450","Cash","Istinye Park"
"I313410","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I140933","Clothing",5,"7502","Debit Card","Metrocity"
"I175777","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I704363","Shoes",4,"9602.72","Cash","Zorlu Center"
"I113362","Clothing",5,"7502","Debit Card","Kanyon"
"I222479","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I959982","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I339722","Technology",4,"16800","Cash","Mall of Istanbul"
"I192603","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I601802","Shoes",5,"15004.25","Debit Card","Metrocity"
"I174950","Shoes",5,"15004.25","Debit Card","Viaport Outlet"
"I650676","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I222225","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I757186","Clothing",5,"7502","Debit Card","Istinye Park"
"I221663","Clothing",5,"7502","Cash","Kanyon"
"I246707","Shoes",3,"5401.53","Debit Card","Emaar Square Mall"
"I198193","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I644510","Clothing",5,"7502","Cash","Kanyon"
"I189262","Clothing",5,"7502","Cash","Cevahir AVM"
"I984969","Technology",3,"9450","Cash","Istinye Park"
"I996507","Technology",3,"9450","Cash","Metropol AVM"
"I180928","Shoes",5,"15004.25","Cash","Kanyon"
"I305310","Clothing",5,"7502","Debit Card","Metropol AVM"
"I894802","Technology",3,"9450","Cash","Cevahir AVM"
"I938711","Clothing",5,"7502","Cash","Mall of Istanbul"
"I169133","Clothing",5,"7502","Cash","Kanyon"
"I120271","Clothing",5,"7502","Cash","Mall of Istanbul"
"I120051","Clothing",5,"7502","Cash","Kanyon"
"I726117","Clothing",5,"7502","Cash","Kanyon"
"I521254","Clothing",5,"7502","Cash","Mall of Istanbul"
"I938016","Clothing",5,"7502","Debit Card","Kanyon"
"I318492","Clothing",5,"7502","Cash","Kanyon"
"I126889","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I979509","Shoes",5,"15004.25","Cash","Kanyon"
"I217188","Clothing",5,"7502","Debit Card","Kanyon"
"I826383","Shoes",4,"9602.72","Cash","Zorlu Center"
"I316017","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I714676","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I314998","Technology",5,"26250","Debit Card","Viaport Outlet"
"I168511","Technology",5,"26250","Debit Card","Kanyon"
"I219144","Technology",4,"16800","Cash","Metrocity"
"I293101","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I296289","Clothing",5,"7502","Debit Card","Kanyon"
"I339854","Technology",3,"9450","Cash","Zorlu Center"
"I661517","Shoes",3,"5401.53","Cash","Zorlu Center"
"I323810","Technology",3,"9450","Cash","Mall of Istanbul"
"I261635","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I184629","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I577150","Shoes",4,"9602.72","Cash","Metrocity"
"I148649","Shoes",5,"15004.25","Debit Card","Kanyon"
"I125637","Shoes",4,"9602.72","Debit Card","Metropol AVM"
"I228361","Shoes",5,"15004.25","Debit Card","Emaar Square Mall"
"I175426","Clothing",5,"7502","Cash","Viaport Outlet"
"I189237","Technology",4,"16800","Cash","Mall of Istanbul"
"I157163","Clothing",5,"7502","Debit Card","Kanyon"
"I310834","Clothing",5,"7502","Cash","Kanyon"
"I182993","Clothing",5,"7502","Cash","Metrocity"
"I238419","Clothing",5,"7502","Cash","Kanyon"
"I400752","Clothing",5,"7502","Cash","Mall of Istanbul"
"I131307","Clothing",5,"7502","Cash","Forum Istanbul"
"I963820","Shoes",5,"15004.25","Cash","Zorlu Center"
"I121843","Clothing",5,"7502","Cash","Mall of Istanbul"
"I109153","Technology",3,"9450","Cash","Kanyon"
"I180412","Technology",5,"26250","Cash","Viaport Outlet"
"I684797","Technology",4,"16800","Cash","Kanyon"
"I730318","Clothing",5,"7502","Cash","Kanyon"
"I114469","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I197308","Shoes",3,"5401.53","Cash","Metrocity"
"I306460","Clothing",5,"7502","Cash","Metropol AVM"
"I248140","Shoes",3,"5401.53","Cash","Metrocity"
"I554366","Shoes",3,"5401.53","Debit Card","Emaar Square Mall"
"I168367","Technology",5,"26250","Debit Card","Istinye Park"
"I746989","Shoes",3,"5401.53","Cash","Metrocity"
"I139045","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I194294","Clothing",5,"7502","Cash","Kanyon"
"I646954","Shoes",5,"15004.25","Cash","Istinye Park"
"I197171","Shoes",3,"5401.53","Cash","Cevahir AVM"
"I305710","Clothing",5,"7502","Debit Card","Metrocity"
"I233756","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I858071","Shoes",5,"15004.25","Debit Card","Kanyon"
"I311821","Shoes",3,"5401.53","Cash","Metrocity"
"I421035","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I336249","Shoes",3,"5401.53","Cash","Forum Istanbul"
"I145377","Shoes",4,"9602.72","Cash","Metropol AVM"
"I223237","Shoes",5,"15004.25","Cash","Metropol AVM"
"I274124","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I369832","Clothing",5,"7502","Cash","Mall of Istanbul"
"I285148","Shoes",4,"9602.72","Cash","Cevahir AVM"
"I899966","Technology",5,"26250","Debit Card","Emaar Square Mall"
"I179979","Technology",5,"26250","Cash","Mall of Istanbul"
"I236893","Clothing",5,"7502","Cash","Istinye Park"
"I262949","Clothing",5,"7502","Cash","Istinye Park"
"I250550","Clothing",5,"7502","Cash","Metropol AVM"
"I221645","Technology",3,"9450","Debit Card","Kanyon"
"I260891","Clothing",5,"7502","Debit Card","Metrocity"
"I136572","Clothing",5,"7502","Debit Card","Metrocity"
"I726484","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I127698","Clothing",5,"7502","Cash","Zorlu Center"
"I191736","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I306413","Clothing",5,"7502","Cash","Cevahir AVM"
"I379436","Technology",4,"16800","Debit Card","Zorlu Center"
"I273846","Clothing",5,"7502","Cash","Mall of Istanbul"
"I339261","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I263522","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I268173","Clothing",5,"7502","Cash","Zorlu Center"
"I131431","Clothing",5,"7502","Cash","Emaar Square Mall"
"I234704","Shoes",5,"15004.25","Cash","Viaport Outlet"
"I198800","Clothing",5,"7502","Cash","Zorlu Center"
"I285873","Clothing",5,"7502","Cash","Mall of Istanbul"
"I331458","Technology",5,"26250","Cash","Istinye Park"
"I705820","Shoes",4,"9602.72","Cash","Emaar Square Mall"
"I239618","Shoes",4,"9602.72","Debit Card","Forum Istanbul"
"I286747","Technology",4,"16800","Cash","Istinye Park"
"I180167","Shoes",3,"5401.53","Cash","Forum Istanbul"
"I353781","Clothing",5,"7502","Cash","Zorlu Center"
"I228690","Clothing",5,"7502","Cash","Emaar Square Mall"
"I153859","Clothing",5,"7502","Cash","Metropol AVM"
"I444506","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I135933","Shoes",3,"5401.53","Cash","Forum Istanbul"
"I211670","Shoes",3,"5401.53","Cash","Metrocity"
"I240711","Clothing",5,"7502","Debit Card","Cevahir AVM"
"I100965","Shoes",4,"9602.72","Cash","Emaar Square Mall"
"I283094","Shoes",4,"9602.72","Cash","Istinye Park"
"I209006","Clothing",5,"7502","Cash","Cevahir AVM"
"I170701","Clothing",5,"7502","Cash","Emaar Square Mall"
"I272230","Clothing",5,"7502","Cash","Zorlu Center"
"I173678","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I314547","Technology",3,"9450","Cash","Mall of Istanbul"
"I183041","Clothing",5,"7502","Cash","Kanyon"
"I228849","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I876134","Shoes",3,"5401.53","Cash","Metrocity"
"I809680","Clothing",5,"7502","Cash","Zorlu Center"
"I657038","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I930692","Technology",3,"9450","Cash","Mall of Istanbul"
"I130760","Shoes",4,"9602.72","Debit Card","Metropol AVM"
"I151308","Clothing",5,"7502","Cash","Mall of Istanbul"
"I258371","Clothing",5,"7502","Cash","Viaport Outlet"
"I175026","Shoes",5,"15004.25","Cash","Cevahir AVM"
"I161221","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I403415","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I300821","Shoes",5,"15004.25","Cash","Metropol AVM"
"I981240","Technology",4,"16800","Cash","Forum Istanbul"
"I209868","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I152857","Clothing",5,"7502","Cash","Kanyon"
"I297354","Clothing",5,"7502","Cash","Metrocity"
"I425937","Clothing",5,"7502","Cash","Metropol AVM"
"I279289","Technology",3,"9450","Cash","Istinye Park"
"I513398","Shoes",5,"15004.25","Cash","Forum Istanbul"
"I344827","Clothing",5,"7502","Debit Card","Kanyon"
"I270160","Clothing",5,"7502","Cash","Metropol AVM"
"I333878","Clothing",5,"7502","Cash","Kanyon"
"I484742","Clothing",5,"7502","Cash","Metrocity"
"I592959","Shoes",4,"9602.72","Cash","Cevahir AVM"
"I190278","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I304322","Technology",3,"9450","Cash","Mall of Istanbul"
"I822317","Shoes",4,"9602.72","Debit Card","Viaport Outlet"
"I606592","Clothing",5,"7502","Cash","Metropol AVM"
"I112378","Shoes",4,"9602.72","Cash","Metrocity"
"I204935","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I284215","Clothing",5,"7502","Cash","Mall of Istanbul"
"I171743","Technology",3,"9450","Cash","Metrocity"
"I214853","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I988530","Clothing",5,"7502","Cash","Emaar Square Mall"
"I283857","Shoes",4,"9602.72","Cash","Istinye Park"
"I339069","Clothing",5,"7502","Cash","Kanyon"
"I455230","Clothing",5,"7502","Cash","Zorlu Center"
"I111269","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I128353","Shoes",5,"15004.25","Cash","Metropol AVM"
"I290796","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I173608","Shoes",5,"15004.25","Debit Card","Kanyon"
"I988590","Clothing",5,"7502","Debit Card","Cevahir AVM"
"I314295","Technology",3,"9450","Cash","Emaar Square Mall"
"I610475","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I303594","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I332715","Shoes",3,"5401.53","Cash","Metrocity"
"I250290","Clothing",5,"7502","Cash","Mall of Istanbul"
"I166540","Clothing",5,"7502","Cash","Forum Istanbul"
"I112106","Shoes",3,"5401.53","Cash","Metrocity"
"I211218","Technology",3,"9450","Debit Card","Mall of Istanbul"
"I262405","Shoes",5,"15004.25","Debit Card","Forum Istanbul"
"I196436","Clothing",5,"7502","Cash","Metrocity"
"I195137","Clothing",5,"7502","Cash","Metrocity"
"I859344","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I119751","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I867875","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I718900","Technology",5,"26250","Cash","Mall of Istanbul"
"I258742","Clothing",5,"7502","Cash","Kanyon"
"I469350","Shoes",3,"5401.53","Debit Card","Metrocity"
"I322777","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I102564","Clothing",5,"7502","Cash","Metrocity"
"I782452","Clothing",5,"7502","Cash","Metrocity"
"I264352","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I214333","Shoes",4,"9602.72","Debit Card","Istinye Park"
"I873439","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I274328","Clothing",5,"7502","Cash","Mall of Istanbul"
"I108212","Shoes",5,"15004.25","Cash","Metropol AVM"
"I320636","Shoes",4,"9602.72","Cash","Forum Istanbul"
"I333631","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I185417","Clothing",5,"7502","Cash","Forum Istanbul"
"I274422","Shoes",5,"15004.25","Cash","Kanyon"
"I565452","Clothing",5,"7502","Cash","Kanyon"
"I298437","Technology",4,"16800","Debit Card","Emaar Square Mall"
